303.791, 322.328
303.681, 322.222
303.581, 321.876
303.518, 321.579
303.508, 321.618
303.521, 321.542
303.502, 321.419
303.38, 321.305
303.305, 321.37
303.259, 321.364
303.201, 321.366
303.21, 321.399
303.167, 321.433
303.161, 321.63
303.133, 321.66
303.093, 321.634
303.093, 321.742
303.098, 321.676
303.075, 321.612
303.049, 321.682
303.12, 321.876
303.166, 321.943
302.987, 322.133
302.816, 322.373
302.682, 322.868
302.561, 323.186
302.46, 323.493
302.299, 323.633
302.217, 323.7
302.044, 323.83
302.067, 323.795
302.052, 323.89
301.951, 324.134
301.964, 324.416
301.802, 324.401
301.716, 324.326
301.649, 324.313
301.567, 324.252
301.537, 324.177
301.588, 324.287
301.716, 324.385
301.901, 324.428
302.023, 324.578
302.162, 324.623
302.335, 324.591
302.299, 324.512
302.328, 324.354
302.259, 324.387
302.157, 324.315
302.046, 324.051
301.918, 323.934
301.85, 323.857
301.903, 323.803
301.917, 323.94
301.964, 324.06
301.949, 324.117
301.97, 324.222
301.981, 324.267
302.042, 324.314
302.081, 324.316
302.135, 324.222
302.191, 324.076
302.175, 324.07
302.197, 324.064
302.2, 324.033
302.205, 323.862
302.196, 323.64
302.281, 323.539
302.31, 323.431
302.293, 323.435
302.325, 323.325
302.352, 323.32
302.317, 323.223
302.306, 323.174
302.236, 323.108
302.261, 322.949
302.262, 322.835
302.375, 322.907
302.441, 322.867
302.508, 322.693
302.609, 322.406
302.659, 322.379
302.768, 322.407
302.839, 322.332
302.98, 322.239
303.141, 322.059
303.276, 321.891
303.437, 321.652
303.57, 321.354
303.795, 321.242
303.822, 321.093
303.817, 321.103
303.952, 320.949
303.901, 320.832
303.888, 320.583
303.884, 320.371
303.815, 320.341
303.827, 320.083
303.839, 319.816
303.709, 319.706
303.699, 319.456
303.672, 319.031
303.669, 318.555
303.644, 318.245
303.642, 317.942
303.645, 317.715
303.61, 317.595
303.389, 317.391
303.185, 317.364
303.052, 317.246
302.865, 317.127
302.718, 316.989
302.693, 316.979
302.617, 316.847
302.503, 317.12
302.546, 317.158
302.516, 317.305
302.529, 317.248
302.535, 317.244
302.472, 317.136
302.475, 317.134
302.441, 317.26
302.427, 317.36
302.414, 317.462
302.387, 317.614
302.171, 317.866
301.974, 317.998
301.856, 318.195
301.784, 318.283
301.801, 318.384
301.779, 318.301
301.76, 318.128
301.683, 318.003
301.586, 317.959
301.488, 317.858
301.504, 317.761
301.547, 317.711
301.61, 317.921
301.68, 317.88
301.713, 317.71
301.737, 317.551
301.852, 317.384
301.807, 317.148
301.902, 316.947
301.985, 316.708
302.078, 316.359
302.164, 315.95
302.138, 316.014
302.148, 315.894
302.122, 315.817
302.072, 315.842
302.124, 315.794
302.096, 315.638
302.05, 315.601
302.075, 315.616
302.059, 315.508
302.037, 315.268
302.132, 315.348
302.132, 315.272
302.142, 315.15
302.105, 314.934
302.152, 314.739
302.13, 314.838
302.139, 314.857
302.148, 314.85
302.109, 314.828
302.087, 314.774
302.09, 314.905
302.06, 315.005
302.005, 315.208
301.951, 315.342
301.894, 315.707
301.9, 315.986
301.843, 316.391
301.76, 316.642
301.654, 316.552
301.559, 316.579
301.507, 316.898
301.507, 317.109
301.565, 317.296
301.527, 317.237
301.584, 317.266
301.742, 317.466
301.837, 317.787
301.998, 318.084
302.23, 318.438
302.412, 318.985
302.756, 319.447
303.075, 319.502
303.271, 319.851
303.359, 320.028
303.398, 320.065
303.527, 320.071
303.611, 320.115
303.637, 320.306
303.755, 320.444
303.841, 320.589
303.93, 320.492
303.953, 320.376
303.952, 320.264
