335.312, 325.668
335.283, 325.557
335.269, 325.55
335.205, 325.548
335.168, 325.454
335.194, 325.356
335.169, 325.265
335.2, 325.193
335.195, 325.154
335.295, 325.071
335.41, 325.061
335.432, 324.999
335.453, 324.898
335.504, 324.868
335.554, 324.892
335.7, 325.016
335.775, 325.147
335.753, 325.211
335.773, 325.204
335.807, 325.403
335.936, 325.655
335.976, 325.921
336.025, 325.831
336.109, 325.864
336.173, 325.885
336.103, 325.995
336.023, 326.023
335.957, 326.031
335.944, 326.111
335.962, 326.07
335.955, 325.967
335.912, 325.767
335.908, 325.752
335.946, 325.832
336.001, 325.681
335.984, 325.611
336.014, 325.683
336.174, 325.485
336.457, 325.311
336.611, 324.966
336.865, 324.432
337.143, 324.27
337.422, 323.761
337.686, 323.015
337.998, 322.487
338.322, 322.387
338.449, 322.127
338.723, 321.756
338.855, 321.992
338.945, 322.258
339.116, 322.572
339.11, 322.759
339.019, 323.337
338.913, 323.581
338.75, 323.72
338.672, 323.96
338.67, 323.926
338.655, 323.729
338.632, 323.661
338.569, 323.794
338.562, 323.714
338.514, 323.774
338.479, 323.647
338.459, 323.49
338.391, 323.58
338.286, 323.596
338.278, 323.494
338.26, 323.262
338.182, 322.935
338.094, 322.873
338.032, 322.895
338.031, 323.003
337.99, 323.079
337.912, 323.076
337.884, 323.049
337.7, 323.074
337.644, 322.99
337.731, 323.082
337.718, 323.295
337.723, 323.408
337.702, 323.249
337.575, 323.305
337.474, 323.365
337.338, 323.496
337.295, 323.591
337.329, 323.469
337.238, 323.6
337.143, 323.587
337.108, 323.562
337.116, 323.569
337.077, 323.517
337.048, 323.596
336.97, 323.701
336.952, 323.796
336.832, 323.845
336.622, 323.888
336.581, 324.136
336.468, 324.607
336.314, 324.849
336.494, 325.249
336.611, 325.557
336.753, 325.897
336.731, 326.327
336.68, 326.622
336.581, 326.655
336.565, 326.898
336.657, 326.941
336.664, 326.879
336.63, 326.852
336.565, 326.957
336.474, 327.077
336.497, 327.222
336.457, 327.23
336.558, 327.301
336.486, 327.221
336.457, 327.243
336.402, 327.157
336.427, 327.225
336.438, 327.339
336.435, 327.488
336.435, 327.563
336.431, 327.72
336.456, 327.984
336.46, 328.196
336.388, 328.103
336.321, 328.097
336.315, 328.059
336.327, 327.912
336.341, 327.89
336.371, 327.889
336.401, 327.814
336.429, 327.712
336.488, 327.751
336.642, 327.722
336.75, 327.675
336.834, 327.691
336.891, 327.581
337.003, 327.551
337.196, 327.477
337.581, 327.567
337.801, 327.715
338.101, 327.779
338.404, 327.892
338.689, 327.891
338.901, 327.829
339.108, 327.92
339.224, 327.964
339.373, 327.863
339.474, 327.921
339.461, 327.904
339.528, 327.945
339.567, 327.915
339.69, 327.824
339.738, 327.512
339.837, 327.446
339.911, 327.137
339.831, 326.934
339.766, 326.872
339.794, 326.816
339.783, 326.866
339.761, 326.827
339.733, 326.877
339.749, 326.892
339.842, 326.771
339.904, 326.776
339.941, 326.693
339.971, 326.732
340.042, 326.779
340.014, 326.859
340.049, 326.762
340.162, 326.789
340.216, 326.785
340.239, 326.812
340.286, 326.727
340.329, 326.768
340.355, 326.719
340.351, 326.636
340.345, 326.52
340.37, 326.355
340.343, 326.269
340.339, 326.251
340.273, 326.379
340.389, 326.767
340.392, 326.926
340.402, 327.156
340.337, 327.039
340.355, 327.151
340.366, 327.256
340.314, 327.404
340.336, 327.349
340.386, 327.237
340.515, 327.189
340.61, 327.075
340.73, 326.842
340.733, 326.743
340.804, 326.619
340.897, 326.435
341.028, 326.26
341.107, 326.059
341.22, 325.82
