New Line: 6
Duration 5-6: 1.70224e+09
109.376, 735.077
109.289, 734.86
109.221, 735.03
109.22, 735.19
109.311, 735.266
109.268, 735.25
109.264, 735.072
109.295, 735.04
109.32, 735.169
109.393, 735.119
109.402, 735.1
109.443, 734.958
109.452, 734.772
109.358, 734.686
109.44, 734.8
109.454, 734.748
109.456, 734.338
109.437, 734.074
109.293, 734.234
109.345, 734.573
109.316, 734.695
109.121, 734.944
108.813, 734.96
108.508, 735.074
108.37, 734.932
108.114, 735.083
107.796, 735.178
107.714, 735.227
107.647, 735.192
107.616, 735.078
107.545, 735.116
107.607, 735.061
107.554, 734.841
107.509, 734.68
107.469, 734.524
107.461, 734.321
107.399, 734
107.28, 733.829
107.265, 733.808
107.175, 733.615
107.21, 733.417
107.264, 733.558
107.286, 733.569
107.321, 733.738
107.314, 733.768
107.292, 733.848
107.29, 733.912
107.275, 733.848
107.216, 733.674
107.06, 733.661
106.987, 733.702
106.771, 733.831
106.586, 733.795
106.594, 733.552
106.686, 733.456
106.866, 733.358
107.028, 733.093
107.054, 732.95
107.097, 732.809
107.101, 732.546
107.216, 732.65
107.293, 732.974
107.461, 733.125
107.563, 733.277
107.679, 733.388
107.809, 733.674
107.862, 733.751
108.138, 734.189
108.214, 734.312
108.194, 734.619
108.34, 734.626
108.601, 734.582
108.818, 734.721
108.796, 734.978
108.869, 734.769
108.913, 734.792
108.837, 734.677
108.823, 734.693
108.778, 734.728
108.663, 734.781
108.675, 735.092
108.685, 735.35
108.637, 735.453
108.551, 735.421
108.616, 735.452
108.501, 735.532
108.464, 735.343
108.506, 735.247
108.552, 735.099
108.621, 734.86
108.702, 734.67
108.827, 734.419
108.945, 734.227
109.135, 734.021
109.233, 733.731
109.292, 733.498
109.352, 733.274
109.413, 732.981
109.53, 732.922
109.604, 732.743
109.617, 732.682
109.568, 732.349
109.555, 731.839
109.689, 731.583
109.874, 731.614
110.073, 731.527
110.223, 730.993
110.662, 730.542
110.903, 730.271
111.096, 729.569
111.008, 729.365
111.021, 729.5
110.965, 729.609
110.923, 729.333
110.786, 729.357
110.503, 729.543
110.308, 729.519
110.205, 729.265
110.17, 729.112
109.94, 728.955
109.816, 728.496
109.754, 728.337
109.646, 727.83
109.553, 727.608
109.402, 727.483
109.37, 727.235
109.267, 727.103
109.285, 727.015
109.372, 727.358
109.374, 727.324
109.47, 726.935
109.558, 726.693
109.56, 726.857
109.678, 726.798
109.639, 726.871
109.656, 727.105
109.703, 727.165
109.702, 727.141
109.655, 727.197
109.592, 727.283
109.482, 727.565
109.389, 727.871
109.282, 727.962
109.237, 727.853
109.154, 727.793
109.132, 727.64
109.093, 727.652
109.082, 727.66
109.172, 727.684
109.257, 727.777
109.132, 727.882
109.034, 728.231
109.095, 728.376
109.28, 728.471
109.502, 728.551
109.682, 728.931
109.674, 729.674
109.664, 730.145
109.693, 730.502
109.746, 730.607
109.876, 730.594
109.972, 730.525
110.054, 730.733
110.177, 730.886
110.319, 731.054
110.358, 730.936
110.425, 730.983
110.52, 730.741
110.654, 730.636
110.772, 730.59
110.869, 730.623
110.946, 730.629
110.992, 730.703
111.136, 730.391
111.152, 730.172
111.234, 730.282
111.156, 730.239
111.11, 730.33
111.124, 730.42
111.19, 730.224
111.27, 730.156
111.219, 730.187
111.043, 730.597
110.858, 730.631
110.701, 730.952
110.55, 731.55
110.478, 731.504
110.389, 731.324
110.277, 731.569
110.352, 731.425
110.391, 731.285
110.473, 731.135
110.58, 731.076
110.668, 731.066
110.68, 730.977
110.829, 730.806
110.936, 730.547
111.107, 730.325
111.198, 730.272
111.157, 730.51
